#小天区编号 超新星编号 z t0 amplitude ebv
98.0 3.0 0.4176951197044104 2461098.6431861883 1.711165239914318e-10 0.04071669435800724
99.0 0.0 0.30985472958963 2461826.5911618737 1.775780478054099e-09 0.03845428242628665
100.0 0.0 0.5016320761987559 2460037.1605488565 5.409105712062228e-10 0.041707359063981535
100.0 1.0 0.2867815914638457 2460036.7269925443 5.836772538334486e-10 0.041707359063981535
100.0 2.0 0.19983265988184679 2461556.6434723567 2.8441795701126483e-09 0.041707359063981535
101.0 0.0 0.3310813285891566 2461873.5625344752 3.9171482746288377e-10 0.04053726763990436
101.0 1.0 0.7791783759296712 2461546.924789521 5.005574840491122e-11 0.04053726763990436
102.0 0.0 0.4300995448416884 2460993.907263345 8.489044701646799e-10 0.03780098285399069
102.0 1.0 1.2232747624189746 2460802.129249018 6.551652854218365e-11 0.03780098285399069
102.0 2.0 0.6763601361295799 2460769.3649066323 8.99391166910012e-11 0.03780098285399069
102.0 3.0 0.75410025591621 2461016.917386064 2.160724309552818e-10 0.03780098285399069
103.0 0.0 0.424190903377614 2461509.033954747 4.4440996055633076e-10 0.0613420334826878
103.0 1.0 0.614247982047452 2461509.2637345823 2.2957891135149044e-10 0.0613420334826878
103.0 2.0 0.9964107216692175 2460788.736670316 2.0705591594390966e-10 0.0613420334826878
104.0 0.0 0.7869411303390583 2461525.4711354533 8.581774211793234e-11 0.06085938308218733
105.0 0.0 0.39220475174444996 2461766.9789978056 6.432456764339945e-10 0.04763114966991334
106.0 0.0 0.5308150601241481 2461469.884607587 2.842968866925336e-10 0.05097174020309122
107.0 0.0 1.3980981761408329 2461464.5776029993 1.614900598931507e-10 0.04909472581978642
108.0 0.0 1.155197461102886 2460263.931130086 6.513489089624235e-11 0.04626806267385509
108.0 1.0 0.5422634224424404 2460816.2013445846 8.796363350366841e-10 0.04626806267385509
108.0 2.0 0.7705086674125691 2460783.468787787 7.875399946345175e-11 0.04626806267385509
109.0 0.0 0.9911437405092289 2460768.744570527 1.0212628158647452e-10 0.046278790644832174
109.0 1.0 0.8641365927342594 2459889.623034885 4.1826452431957473e-10 0.046278790644832174
109.0 2.0 0.09686487562516652 2460811.925140467 8.73215023745424e-09 0.046278790644832174
109.0 3.0 0.8653163235341033 2459912.9654120645 7.679396450007601e-11 0.046278790644832174
110.0 0.0 0.5918261912258954 2461519.319254127 3.1275117466779376e-10 0.05308832136174428
110.0 1.0 0.771121030808611 2461508.378679662 4.240120812231429e-11 0.05308832136174428
110.0 2.0 0.8082773863399443 2460797.2054044674 1.8211152596531967e-10 0.05308832136174428
112.0 0.0 0.8570906395068197 2460208.285078477 3.1825291686749746e-10 0.055618203523546086
113.0 0.0 0.5246024900060435 2460794.134299747 2.01206118750581e-10 0.061690217932527144
113.0 1.0 0.7700622044562466 2461142.784098267 1.0427323120242742e-10 0.061690217932527144
113.0 2.0 0.33253868552271076 2460018.031469857 6.404812624756364e-10 0.061690217932527144
114.0 0.0 0.5608560673754747 2461481.1281238217 2.6174614503522765e-10 0.07209792200882134
114.0 1.0 0.8259623186445786 2461127.3866355545 1.9658246303156174e-10 0.07209792200882134
115.0 0.0 0.5403706247936491 2460454.900205242 1.467131620788975e-10 0.08081148637514227
115.0 1.0 0.5391420343239597 2459925.020228164 1.0940572375236176e-10 0.08081148637514227
115.0 2.0 0.41886370020848457 2460969.4395365436 2.1986712607589627e-10 0.08081148637514227
116.0 0.0 0.4813571897079004 2460818.585620657 1.1629761484328864e-10 0.0638655772260876
117.0 0.0 0.673992823937986 2459903.3956712037 2.4184414274537084e-10 0.05998014298563494
117.0 1.0 0.7274063866696511 2461118.1528069247 1.5054822331319982e-10 0.05998014298563494
118.0 0.0 0.5872838025448468 2460974.3434192794 3.628999996636376e-10 0.06846134196945022
119.0 0.0 0.7833198492683191 2461153.017500293 2.6009968166362005e-10 0.07781786340299904
120.0 0.0 0.9531315159781765 2461767.3790844325 9.354236988867995e-11 0.03824313946884036
120.0 1.0 0.7840067420373401 2461777.4259193237 2.3088245092593782e-10 0.03824313946884036
120.0 2.0 1.1776317575435686 2460577.6545771393 5.909154858978052e-10 0.03824313946884036
121.0 0.0 0.451543998978184 2461406.4916198263 1.411719230394382e-10 0.0402714611860078
121.0 1.0 0.5629295092337493 2460632.9321919233 3.740949547697724e-10 0.0402714611860078
121.0 2.0 0.6067085471054097 2460785.6822546273 1.363995311368318e-10 0.0402714611860078
122.0 0.0 0.41590640010412744 2460081.424194365 4.998849467670013e-10 0.039344231292570156
122.0 1.0 0.857055125219929 2460087.2549102595 6.070156305675476e-11 0.039344231292570156
122.0 2.0 0.8400470195976385 2459916.4759721803 1.1334085651020135e-10 0.039344231292570156
122.0 3.0 0.6527267581363091 2460092.2146363044 1.5195240382090976e-10 0.039344231292570156
123.0 0.0 0.3758405688424291 2459956.0880573397 3.343967809906893e-09 0.04040264497196787
123.0 1.0 0.8970840254452755 2461527.9831459103 4.2000783663805703e-10 0.04040264497196787
124.0 0.0 0.8474644018850299 2460748.553168825 2.4844703560716115e-10 0.047141314651997786
124.0 1.0 0.8882803759328952 2461354.0232793195 1.1703729024778114e-10 0.047141314651997786
125.0 0.0 0.5193559342344792 2461531.8486056444 1.4722046012961022e-10 0.049426682450001265
125.0 1.0 0.12640068110038893 2461119.3850160055 1.1940413459548892e-08 0.049426682450001265
125.0 2.0 0.5762797522298745 2459894.51572968 4.209376801382936e-10 0.049426682450001265
125.0 3.0 0.4783766169817685 2460784.7865554416 3.4525067065009014e-10 0.049426682450001265
125.0 4.0 0.6264871083283905 2461511.453098061 8.384356664055783e-11 0.049426682450001265
127.0 0.0 1.0631015226360043 2461110.790900146 1.508130797080647e-10 0.09300041515149296
129.0 0.0 0.47846389894497066 2460723.714170588 9.158764361052489e-10 0.06636290460437895
130.0 0.0 0.6025265465843735 2460799.455464739 6.385875812456711e-10 0.07370450707951409
131.0 0.0 1.1878433698639288 2460731.9116205634 1.0136333437712559e-10 0.04382945280387261
131.0 1.0 0.9349996208385706 2459902.066258568 2.2146402359369677e-10 0.04382945280387261
131.0 2.0 1.134591600838653 2461379.3445747215 6.00342032034109e-11 0.04382945280387261
132.0 0.0 0.18316763284314447 2460806.5927991034 2.2670921120064754e-09 0.04862975161725062
135.0 0.0 0.5477982307611393 2461173.827653302 1.3820560187920135e-10 0.06006283577120686
135.0 1.0 1.010354065598863 2461841.8808541447 1.9304559326808097e-10 0.06006283577120686
135.0 2.0 0.5413015919227622 2461301.1300456966 8.361425897199054e-10 0.06006283577120686
136.0 0.0 0.7363193324482538 2461363.775501548 1.5317690436565163e-10 0.06629194593556915
137.0 0.0 0.6208110103482993 2461843.535462008 3.853673868096249e-10 0.07091596545371225
138.0 0.0 0.8765195234527957 2460652.997786363 2.061271606220639e-10 0.06544326162062414
138.0 1.0 0.24071534527024785 2461556.830372693 1.301171898930212e-09 0.06544326162062414
138.0 2.0 0.722301690257819 2460611.986281497 3.3098228563784406e-10 0.06544326162062414
139.0 0.0 0.2985146407244326 2461779.0599940396 6.995631017219687e-10 0.06415500877899351
139.0 1.0 1.0568531478551626 2460661.6844310425 1.7410600750416553e-10 0.06415500877899351
139.0 2.0 0.7408030114561177 2461156.519158912 3.2615098884791987e-10 0.06415500877899351
139.0 3.0 0.43872226771531964 2461499.022904178 2.379179262616209e-10 0.06415500877899351
140.0 0.0 0.4423236302547686 2460659.436138311 7.855499216950357e-10 0.06586580187886978
140.0 1.0 0.22418641599796973 2461156.133871405 2.5479505738891753e-09 0.06586580187886978
140.0 2.0 0.30563759642106425 2461123.2195205744 2.895235694485384e-10 0.06586580187886978
141.0 0.0 0.4036111549804568 2461804.5622764006 4.965669891629456e-10 0.06493310340781513
141.0 1.0 1.0286275019486957 2461840.1693922225 7.31830020431975e-11 0.06493310340781513
142.0 0.0 0.7764491822079157 2461536.2324851067 5.607609800058555e-11 0.06509289346035846
143.0 0.0 0.7979570696132299 2461521.758647295 3.681356538589556e-10 0.06561128323954835
144.0 0.0 0.575043709259742 2461503.6402404173 2.47232570677573e-10 0.05417744120066921
144.0 1.0 1.1163287456807696 2460584.959283365 1.981795615657896e-11 0.05417744120066921
145.0 0.0 0.7030474030590501 2460785.39545851 1.1495254896003901e-10 0.08136863715233368
145.0 1.0 0.44652091718456005 2461473.0618677367 9.399519527038678e-10 0.08136863715233368
147.0 0.0 1.00235187289357 2461810.868756513 1.0935962342613758e-10 0.07116244071833684
147.0 1.0 1.0081806341036914 2460784.828697212 9.306954761058253e-11 0.07116244071833684
148.0 0.0 0.8283267664847208 2461507.503023278 2.082931190886873e-10 0.08145052415723486
148.0 1.0 0.31836704967750384 2460638.488632437 4.4391281594272714e-10 0.08145052415723486
149.0 0.0 0.6602605212182043 2461080.483078252 2.6153607395210366e-10 0.04159905549082379
149.0 1.0 0.5879239818186303 2461071.295729707 5.295361241865353e-10 0.04159905549082379
150.0 0.0 0.3721999142843671 2461769.268995521 7.055103601204539e-10 0.038127592500417716
150.0 1.0 0.9174176067608004 2461554.288219854 2.7170131142716356e-10 0.038127592500417716
150.0 2.0 0.7757722084343972 2461858.014263268 1.5268367677934498e-10 0.038127592500417716
150.0 3.0 1.3198130223658346 2461529.5491161076 7.627416474082779e-11 0.038127592500417716
151.0 0.0 0.6146048871180154 2461431.5913657825 2.1339442682674012e-10 0.0429101397431324
153.0 0.0 0.5174994289802456 2461831.0899075265 6.162858728905442e-10 0.04203458628557341
153.0 1.0 0.3585321826709371 2461140.038185624 1.8087686308753164e-10 0.04203458628557341
153.0 2.0 1.1354511520079469 2461135.8458898137 8.814869504650847e-11 0.04203458628557341
154.0 0.0 0.7509876296071292 2461545.4890982793 1.368053079305433e-10 0.039728828476993674
155.0 0.0 0.7688661390163509 2461431.7633403586 1.2606856413931788e-10 0.03575768843309457
156.0 0.0 0.7895767040086101 2461008.90237818 1.1757411716826992e-10 0.04831639472389845
156.0 1.0 0.2087889060691179 2459859.5644307197 5.790168433769617e-09 0.04831639472389845
157.0 0.0 0.47116319020834285 2461290.3857409083 3.8824249930604196e-10 0.04701330471283646
158.0 0.0 0.762942402340065 2461366.1439135885 1.0577347822464626e-10 0.04552262954021747
159.0 0.0 0.8684804952225759 2461527.362087305 7.396541850692428e-11 0.05407163659231029
159.0 1.0 0.6725088221346335 2461843.20343637 1.4830977792249909e-10 0.05407163659231029
160.0 0.0 0.9395260029222079 2461529.4630207047 6.971065863116157e-11 0.052050520455128056
160.0 1.0 0.6977020873571231 2461892.580041117 3.030151479692588e-10 0.052050520455128056
161.0 0.0 1.0494680661451041 2461871.203339094 7.097282011642849e-11 0.049841784051367966
161.0 1.0 0.6296242843710433 2461132.644629967 2.2778227978144662e-10 0.049841784051367966
161.0 2.0 0.7373658429226752 2460402.878314285 2.0537167706140086e-10 0.049841784051367966
162.0 0.0 0.3310085894452896 2461280.971995042 3.822579147092112e-10 0.05100566814223967
165.0 0.0 0.5198621698326675 2460084.181645487 2.077388752238176e-10 0.032845559976968884
167.0 0.0 0.9944435762784561 2460819.3615917135 6.928599515268923e-11 0.039478710535680375
170.0 0.0 0.8171873226689551 2461124.0031878115 1.2690760062343994e-10 0.034867023659229376
171.0 0.0 1.0994052005544277 2461177.1974369003 7.111101195617568e-11 0.030024078502244162
171.0 1.0 0.8842074014840283 2461796.337769021 8.408756586849109e-11 0.030024078502244162
171.0 2.0 0.4605478193799947 2460021.7539168526 1.5485944676312754e-09 0.030024078502244162
171.0 3.0 0.5185421265061034 2460059.458180578 1.1330705905548796e-10 0.030024078502244162
172.0 0.0 0.6753393891135541 2461500.4085771744 1.0627458921155121e-10 0.03053506421884483
172.0 1.0 0.8125084175434056 2461370.810069058 6.737555593629495e-11 0.03053506421884483
173.0 0.0 0.5807113709833218 2461456.594115941 2.1717150270342422e-10 0.03836515881459251
174.0 0.0 0.7277361782283569 2460580.5375801413 8.559493575130756e-11 0.047870441050656964
174.0 1.0 0.24093161280891104 2461267.1444094917 1.795068391650871e-09 0.047870441050656964
175.0 0.0 0.7459292973980222 2460975.1058934866 8.956537483196921e-11 0.04650585770809229
176.0 0.0 0.4746488091052006 2460272.055562932 1.199146295883488e-09 0.04444663807859382
177.0 0.0 0.7367162265463274 2461105.3492917097 6.427477914484691e-10 0.04541581838741436
177.0 1.0 0.8154662037588178 2461184.7513011913 1.1874982578423794e-10 0.04541581838741436
178.0 0.0 0.8909514578802196 2461184.7429316174 8.144024193631653e-11 0.041092422957291555
178.0 1.0 1.0337249781703273 2460268.5643883995 9.349493850257576e-11 0.041092422957291555
179.0 0.0 0.652125958264113 2460991.335786417 2.901327694647946e-10 0.04037917544589575
182.0 0.0 0.8267347436997862 2459823.0440473915 4.279944210993303e-10 0.04465721790779154
182.0 1.0 0.7099544380805753 2461292.853265619 1.399844022064954e-10 0.04465721790779154
183.0 0.0 0.819341719484858 2461036.724308544 2.215545826909818e-10 0.04399007801770399
